User Name,Annotation,comment_Text,Multi,Score,Reply Content,Unnamed: 6
Losotwa Michael,Non_Functional,"I am so helpful by Ada checkup, app. Thank you so much Ada for your help!!!",Usability,5,,
Lauren Thomas,Non_Functional,Wowsers. These questions were really specific and had me thinking outside the box my mind seems to have been stuck in. Totally cool tool.,Performance,5,,
Apriyanda Permana,Non_Functional,This is a really helpful app,Usability,5,,
arafa mdoe,Non_Functional,"Its a very good app...but i may advice you at least to add other languages because not all peoples understand English...some understand kiswahili ,so maybe kiswahili must be added to favour those who don't understand English. 🙏",Usability,5,,
Heart,Non_Functional,"Honestly gave me clarity and I didn't have to pay for it. It's easy to use and fast, the only thing I could say is it didn't really say what medicine you can take.",Accuracy,5,,
Bandu,Non_Functional,the app owner is here and has a gun pointing at me so im forced to put 5 stars :D,Reliability,5,,
Manohar Vaswani,Non_Functional,"It's a fantastic health app. It distinguish our health problems by symptoms which we provide it and its report gives us clues (advice) about what's going on with us🤔🤔😊 I feel this app safe, secure and much helpful💝💝 There is no chance to uninstall it 😅✌✌",Usability,5,,
John Sanzage,Non_Functional,This app is more advanced compared to other health app they easily give good medication,Performance,5,,
Shattra Aliman,Non_Functional,Ada helped me figure out that I had a seizure. That prompted me to consult a neurologist.,Accuracy,5,,
Mussa Kajiru,Non_Functional,"i was actaully ignored your app once, but eventually i do appreiate and respct the information provided regarding my problem. thanks ADA",Accuracy,5,,
rebecca x,Non_Functional,im a bit of a hypochondriac and so this app has really helped me to keep track of things that are worrying me. has helped to put my mind at ease too!,Usability,5,,
Abderrahmene Benounene,Non_Functional,"Been using it for 3 years now, it only keeps getting better, after the the pandemic i found myself using it more often rather than visiting the doctors for me not to catch covid-19 .",Performance,5,,
ester josephngoi,Non_Functional,Nice application to speak you are conditions which you can not explain to the people/doctor face to face.,Usability,5,,
John Walley,Non_Functional,"I described a fluey cold, and the app, questions, information and advice was good. NB. I think best to describe as a 'fluey cold' eg by an adenovirus and a mild illness. Ie rather than describe as 'flu'... because 'flu' is word also used as short for influenza, which is a more severe condition caused by the seasonal influenza virus.",Accuracy,5,,
Emmanuel Mkilila,Non_Functional,Whenever you are in this world...walking with Ada is something worthy you should know about..im happy for creditable suggestions they always give to me...they works,Usability,5,,
Jeckiel Lastimosa,Non_Functional,"It's a great app, though, we should never rely on internet or an app for diagnosis, however it's helpful that you get to have an initial idea that will somehow make you feel relieved.",Usability,5,,
Ridzwan Z,Non_Functional,"Bagus, good for general health self check. Everyone should download this. Semua patut download app ni. Serius dapat bantu!!!",Usability,5,,
Sonia P,Non_Functional,I'm the type of person who gets worried easily over health conditions. It's great to be able to check my symptoms before going to the doctor and to know if something needs urgent care or if I am getting worried over nothing serious.,Usability,5,,
Sara Owen-Bowyer,Non_Functional,Very helpful for people like me who over think it always gives you the most likely to the least likely so is never scary.,Usability,5,,
Ann Lusher,Non_Functional,Ada was spot on with my diagnosis. My consultant come up with the same conclusion and I'm getting the help I need. Thank you.,Accuracy,5,,
Hello World,Non_Functional,"I really enjoy every time I use the app even if it's because every time I'm sick. It would be wonderful if the app add more languages, because some explanations explains not misunderstanding things",Usability,5,,
Shannon Jo Phillips,Non_Functional,"Tbh I was very skeptical but it has helped me out and actually lead me down a more accurate path to figuring out what I'm actually experiencing. Whereas Google, I'm always dying no matter what symptoms I have 😅",Accuracy,5,,
Guille Becker,Non_Functional,"Excelente, no es un médico pero eso no la hace peor en general, es muy amplia y buena la base de datos y muy acertadas las preguntas",Accuracy,5,,
Antonio Bertoso Jr,Non_Functional,"Love this Application! Since it is very hard to go to OPD or Medical Clinics for a health check up, minor symptoms are remedied at home. Thank you developers!",Usability,5,,
Makiya Jones,Non_Functional,It helps a but I wish there was people up here to diagnose us for the people who cant get help or are to scared to,Usability,5,,
Martin Thorpe,Non_Functional,"I have just downloaded and used this app, it is very informative and knowledgeable 😁",Usability,5,,
samrat dhamale,Non_Functional,Please give sensible name. Its difficult to remember such weird application name.,Usability,5,,
Aden Zoress,Non_Functional,"*ALWAYS SEEK PROFESSIONAL ADVICE AND HELP* But this app has been extremely helpful many a time in confirming any medical suspicions when myself or my family is sick. Once ascertaining the most likely issue, we go from there and use home remedies before spending money on a doctor visit that could of been potential avoided.",Reliability,5,"Hi Aden, thanks for your review! Would you be ok with us using it to promote Ada on our website and other marketing materials? If you are ok with this, please reply to this message with “ok” or send us an email at support@ada.com. For details on how your data is processed, please visit https://ada.com/privacy-policy/.

",
HeSam Suri,Non_Functional,Ada is extremely helpful when you don't have access to a trustworthy doctor. Ada is comprehensive and unbiased. And it not only diagnoses but also advises. It has helped me and helped me help others around me on numerous occasions.,Accuracy,5,,
JOANNA VAZQUEZ- ARELLANO,Non_Functional,"I love Ada I use it for my kids, myself and my mom! I hardly go to doctors now unless I need antibiotics for something! One time I had to go to er for horrible pain I was having on my right side under rib and I has told the nurses and doctor ""I'm pretty sure it's my gallbladder"" the Dr looked at me shocked and said you're right!",Accuracy,5,"Hi Joanna, thanks for your review! Would you be ok with us using it to promote Ada on our website and other marketing materials? If you are ok with this, please reply to this message with “ok” or send us an email at support@ada.com. For details on how your data is processed, please visit https://ada.com/privacy-policy/.",
bunso isla,Non_Functional,its a very helpful and great app. can help anyone who cannot go to hospitals.. t. y 1000x 👌👌👌,Usability,5,"Hi, thanks for your review! Would you be ok with us using it to promote Ada on our website and other marketing materials? If you are ok with this, please reply to this message with “ok” or send us an email at support@ada.com. For details on how your data is processed, please visit https://ada.com/privacy-policy/.",
